01/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,34,33,0,74,0,0,26,0,26,7,34,59,0,100,50,0,50,150
01/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,13,14,0,34,0,0,3,0,3,7,13,17,0,37,0,0,0,37
01/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,14,9,0,28,0,0,0,0,0,5,14,9,0,28,0,0,0,28
01/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,26,17,0,47,0,4,2,0,6,4,30,19,0,53,4,0,4,57
01/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,29,38,0,71,0,0,12,0,12,4,29,50,0,83,8,0,8,91
01/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,31,18,0,56,0,0,11,0,11,7,31,29,0,67,20,0,20,87
01/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,29,22,0,58,0,0,0,0,0,7,29,22,0,58,0,0,0,58
01/23/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,26,15,0,47,0,0,0,0,0,6,26,15,0,47,0,0,0,47
01/24/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,29,28,0,64,0,0,0,0,0,7,29,28,0,64,0,0,0,64
01/25/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,20,19,0,44,0,0,0,0,0,5,20,19,0,44,0,0,0,44
01/26/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,34,19,0,56,0,0,0,0,0,3,34,19,0,56,0,0,0,56
01/27/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,33,21,0,58,0,0,0,0,0,4,33,21,0,58,0,0,0,58
01/28/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,23,18,0,48,0,0,0,0,0,7,23,18,0,48,0,0,0,48
01/29/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,24,27,0,58,0,0,0,0,0,7,24,27,0,58,0,0,0,58
01/30/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,27,14,0,48,0,0,1,0,1,7,27,15,0,49,0,0,0,49
01/31/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,34,13,0,54,0,0,0,0,0,7,34,13,0,54,0,0,0,54
02/01/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,18,20,0,43,0,1,41,0,42,5,19,61,0,85,168,0,168,253
02/02/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,28,23,0,55,0,0,22,0,22,4,28,45,0,77,18,0,18,95
02/03/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,8,28,41,0,77,0,1,38,2,41,8,29,79,2,118,92,0,92,210
02/04/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,9,34,30,16,89,0,0,26,2,28,9,34,56,18,117,50,12,62,179
02/05/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,29,37,0,71,0,0,40,0,40,5,29,77,0,111,44,0,44,155
02/06/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,32,28,2,67,0,0,41,0,41,5,32,69,2,108,136,24,160,268
02/07/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,9,32,13,0,54,0,1,5,0,6,9,33,18,0,60,38,0,38,98
02/08/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,16,26,0,47,0,0,34,0,34,5,16,60,0,81,66,0,66,147
02/09/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,20,4,0,27,0,2,2,0,4,3,22,6,0,31,0,0,0,31
02/10/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,37,35,0,78,0,0,18,0,18,6,37,53,0,96,38,0,38,134
02/11/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,28,49,0,84,0,1,38,0,39,7,29,87,0,123,88,0,88,211
02/12/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,24,31,0,62,0,0,8,0,8,7,24,39,0,70,23,0,23,93
02/13/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,31,31,0,69,0,1,16,1,18,7,32,47,1,87,0,0,0,87
02/14/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,40,14,0,61,0,0,5,0,5,7,40,19,0,66,4,0,4,70
02/15/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,23,16,0,44,0,0,39,0,39,5,23,55,0,83,104,0,104,187
02/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,28,15,0,47,0,0,16,0,16,4,28,31,0,63,94,0,94,157
02/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,31,30,0,65,0,0,5,0,5,4,31,35,0,70,4,0,4,74
02/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,27,23,0,57,0,13,14,4,31,7,40,37,4,88,18,0,18,106
02/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,25,32,0,64,0,2,32,0,34,7,27,64,0,98,80,0,80,178
02/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,33,35,16,91,0,2,17,0,19,7,35,52,16,110,60,20,80,190
02/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,30,34,1,72,0,3,25,0,28,7,33,59,1,100,16,0,16,116
02/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,19,27,0,51,0,3,57,0,60,5,22,84,0,111,76,0,76,187
02/23/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,30,29,1,63,0,0,27,0,27,3,30,56,1,90,32,0,32,122
02/24/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,34,21,0,59,0,2,20,0,22,4,36,41,0,81,46,0,46,127
02/25/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,9,32,27,0,68,0,0,20,0,20,9,32,47,0,88,32,0,32,120
02/26/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,28,21,0,56,0,0,19,0,19,7,28,40,0,75,20,0,20,95
02/27/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,28,35,16,86,0,0,35,0,35,7,28,70,16,121,72,18,90,211
02/28/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,31,30,0,68,0,2,42,0,44,7,33,72,0,112,69,4,73,185
02/29/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,22,27,0,56,0,1,44,0,45,7,23,71,0,101,12,0,12,113
03/01/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,32,41,0,76,0,2,53,0,55,3,34,94,0,131,26,0,26,157
03/02/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,28,35,0,67,0,0,11,1,12,4,28,46,1,79,37,0,37,116
03/03/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,33,33,13,86,0,0,15,0,15,7,33,48,13,101,28,20,48,149
03/04/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,37,34,0,78,0,0,49,0,49,7,37,83,0,127,100,0,100,227
03/05/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,39,20,0,66,0,0,3,0,3,7,39,23,0,69,0,0,0,69
03/06/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,9,39,21,0,69,0,0,61,0,61,9,39,82,0,130,134,0,134,264
03/07/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,27,16,0,48,0,0,14,0,14,5,27,30,0,62,0,0,0,62
03/08/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,21,15,0,41,0,0,20,0,20,5,21,35,0,61,6,0,6,67
03/09/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,29,13,0,49,0,0,0,0,0,7,29,13,0,49,0,0,0,49
03/10/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,39,36,0,80,0,2,21,0,23,5,41,57,0,103,72,0,72,175
03/11/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,39,25,0,69,0,0,20,0,20,5,39,45,0,89,110,0,110,199
03/12/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,31,35,0,72,0,0,4,0,4,6,31,39,0,76,26,0,26,102
03/13/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,37,25,3,71,0,0,24,2,26,6,37,49,5,97,2,28,30,127
03/14/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,26,24,0,55,0,0,33,0,33,5,26,57,0,88,48,0,48,136
03/15/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,31,22,0,57,0,0,55,0,55,4,31,77,0,112,78,0,78,190
03/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,26,16,1,47,0,0,0,0,0,4,26,16,1,47,0,0,0,47
03/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,38,27,0,71,0,5,39,0,44,6,43,66,0,115,76,0,76,191
03/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,38,22,0,66,0,0,2,0,2,6,38,24,0,68,0,0,0,68
03/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,31,14,0,51,0,0,0,0,0,6,31,14,0,51,0,0,0,51
03/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,35,16,0,57,0,0,6,0,6,6,35,22,0,63,19,0,19,82
03/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,18,17,0,39,0,0,25,0,25,4,18,42,0,64,70,0,70,134
03/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,24,11,13,54,0,0,10,0,10,6,24,21,13,64,0,54,54,118
03/23/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,7,15,9,0,31,0,0,0,0,0,7,15,9,0,31,0,0,0,31
03/24/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,17,25,6,52,0,0,1,0,1,4,17,26,6,53,0,30,30,83
03/25/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,18,12,0,35,0,0,0,0,0,5,18,12,0,35,0,0,0,35
03/26/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,13,41,0,57,0,0,9,0,9,3,13,50,0,66,46,0,46,112
03/27/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,16,9,0,29,0,0,35,0,35,4,16,44,0,64,42,0,42,106
03/28/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,15,0,0,20,0,0,0,0,0,5,15,0,0,20,0,0,0,20
03/29/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,16,0,0,19,0,0,0,0,0,3,16,0,0,19,0,0,0,19
03/30/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,13,12,1,31,0,1,21,1,23,5,14,33,2,54,48,0,48,102
03/31/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,19,4,5,34,0,0,32,1,33,6,19,36,6,67,38,20,58,125
04/01/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,18,9,19,51,0,1,6,0,7,5,19,15,19,58,2,20,22,80
04/02/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,17,5,0,24,0,0,5,0,5,2,17,10,0,29,0,0,0,29
04/03/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,20,6,0,28,0,0,0,0,0,2,20,6,0,28,14,0,14,42
04/04/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,4,14,0,19,0,0,22,0,22,1,4,36,0,41,14,0,14,55
04/05/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,17,7,2,26,0,0,30,0,30,0,17,37,2,56,42,0,42,98
04/06/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,13,7,0,21,0,0,2,0,2,1,13,9,0,23,0,0,0,23
04/07/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,14,13,0,29,0,0,6,0,6,2,14,19,0,35,4,0,4,39
04/08/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,19,12,0,33,0,0,18,0,18,2,19,30,0,51,12,0,12,63
04/09/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,19,10,0,31,0,4,0,0,4,2,23,10,0,35,0,0,0,35
04/10/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,17,10,0,29,0,5,30,0,35,2,22,40,0,64,26,0,26,90
04/11/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,15,13,0,29,0,4,21,0,25,1,19,34,0,54,28,0,28,82
04/12/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3
04/13/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,12,9,0,22,0,8,5,0,13,1,20,14,0,35,0,0,0,35
04/14/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,16,13,0,31,0,0,6,0,6,2,16,19,0,37,0,0,0,37
04/15/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,11,29,2,44,0,4,17,0,21,2,15,46,2,65,44,0,44,109
04/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,10,10,0,22,0,7,14,0,21,2,17,24,0,43,14,0,14,57
04/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,9,16,0,27,0,10,25,0,35,2,19,41,0,62,32,0,32,94
04/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,4,3,0,8,0,10,6,0,16,1,14,9,0,24,16,0,16,40
04/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,9,7,0,16,0,1,27,0,28,0,10,34,0,44,44,0,44,88
04/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,11,8,0,20,0,3,5,0,8,1,14,13,0,28,0,0,0,28
04/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,11,9,10,32,0,5,12,0,17,2,16,21,10,49,36,42,78,127
04/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,17,10,3,34,0,1,11,0,12,4,18,21,3,46,46,18,64,110
04/23/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,14,6,2,25,0,4,23,0,27,3,18,29,2,52,44,0,44,96
04/24/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,10,6,0,19,0,4,17,0,21,3,14,23,0,40,6,0,6,46
04/25/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,5,22,0,28,0,4,42,0,46,1,9,64,0,74,44,0,44,118
04/26/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,11,9,0,20,0,7,23,0,30,0,18,32,0,50,32,0,32,82
04/27/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,18,10,1,30,0,10,24,0,34,1,28,34,1,64,28,0,28,92
04/28/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,17,7,4,30,0,2,2,0,4,2,19,9,4,34,0,0,0,34
04/29/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,22,14,1,39,0,2,8,0,10,2,24,22,1,49,34,0,34,83
04/30/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,13,13,0,28,0,6,51,0,57,2,19,64,0,85,24,0,24,109
05/01/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,12,6,0,20,0,2,4,0,6,2,14,10,0,26,12,0,12,38
05/02/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,9,4,0,16,0,7,10,0,17,3,16,14,0,33,48,0,48,81
05/03/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,11,17,0,30,0,5,33,0,38,2,16,50,0,68,30,0,30,98
05/04/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,15,24,8,50,0,5,16,0,21,3,20,40,8,71,0,18,18,89
05/05/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,7,32,0,44,0,8,6,0,14,5,15,38,0,58,49,0,49,107
05/06/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,10,23,0,38,0,6,21,0,27,5,16,44,0,65,88,2,90,155
05/07/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,7,35,8,54,0,5,19,0,24,4,12,54,8,78,38,16,54,132
05/08/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,8,22,0,34,0,2,18,0,20,4,10,40,0,54,20,0,20,74
05/09/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,5,8,0,16,0,5,37,0,42,3,10,45,0,58,46,0,46,104
05/10/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,9,14,0,25,0,0,4,0,4,2,9,18,0,29,0,0,0,29
05/11/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,5,9,24,4,42,0,1,14,0,15,5,10,38,4,57,50,8,58,115
05/12/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,9,31,0,46,0,0,35,0,35,6,9,66,0,81,36,0,36,117
05/13/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,16,22,0,40,0,0,5,2,7,2,16,27,2,47,4,2,6,53
05/14/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,17,42,0,63,0,3,9,0,12,4,20,51,0,75,14,0,14,89
05/15/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,12,31,0,45,0,5,36,0,41,2,17,67,0,86,50,0,50,136
05/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,6,10,15,34,0,0,35,6,41,3,6,45,21,75,46,30,76,151
05/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,9,21,0,32,0,0,0,0,0,2,9,21,0,32,0,0,0,32
05/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,14,26,0,43,0,1,0,0,1,3,15,26,0,44,0,0,0,44
05/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,13,49,0,64,0,5,0,0,5,2,18,49,0,69,24,0,24,93
05/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,22,30,0,56,0,8,15,0,23,4,30,45,0,79,44,0,44,123
05/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,13,49,0,66,0,5,9,0,14,4,18,58,0,80,0,0,0,80
05/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,14,38,0,54,0,0,9,0,9,2,14,47,0,63,24,0,24,87
05/23/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,8,18,0,29,0,1,4,0,5,3,9,22,0,34,24,0,24,58
05/24/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,5,8,0,15,0,0,10,0,10,2,5,18,0,25,12,0,12,37
05/25/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,6,20,0,26,0,0,21,0,21,0,6,41,0,47,38,0,38,85
05/26/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,3,32,0,38,0,2,11,0,13,3,5,43,0,51,12,0,12,63
05/27/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,16,62,0,80,0,1,4,0,5,2,17,66,0,85,24,0,24,109
05/28/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,13,43,0,60,0,6,44,0,50,4,19,87,0,110,62,0,62,172
05/29/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,19,36,12,71,0,0,35,3,38,4,19,71,15,109,26,0,26,135
05/30/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,7,20,0,30,0,0,33,0,33,3,7,53,0,63,10,0,10,73
05/31/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,15,23,0,40,0,0,37,0,37,2,15,60,0,77,92,0,92,169
06/01/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,12,40,2,55,0,2,24,0,26,1,14,64,2,81,56,0,56,137
06/02/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,16,47,0,67,0,0,35,0,35,4,16,82,0,102,22,0,22,124
06/03/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,19,29,0,50,0,3,42,0,45,2,22,71,0,95,76,0,76,171
06/04/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,12,25,1,42,0,0,32,0,32,4,12,57,1,74,32,0,32,106
06/05/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,17,51,0,72,0,0,31,0,31,4,17,82,0,103,34,0,34,137
06/06/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,10,17,3,33,0,0,29,1,30,3,10,46,4,63,46,0,46,109
06/07/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,7,27,0,36,0,0,26,0,26,2,7,53,0,62,14,0,14,76
06/08/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,19,32,1,55,0,1,22,0,23,3,20,54,1,78,36,0,36,114
06/09/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,8,11,23,0,42,0,0,10,0,10,8,11,33,0,52,22,0,22,74
06/10/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,7,31,24,66,0,0,14,0,14,4,7,45,24,80,61,16,77,157
06/11/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,20,39,8,71,0,0,37,4,41,4,20,76,12,112,61,8,69,181
06/12/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,19,58,0,81,0,5,65,0,70,4,24,123,0,151,159,0,159,310
06/13/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,7,41,0,51,0,0,45,0,45,3,7,86,0,96,66,0,66,162
06/14/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,14,24,2,42,0,0,17,0,17,2,14,41,2,59,12,0,12,71
06/15/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,16,37,1,57,0,0,21,0,21,3,16,58,1,78,18,0,18,96
06/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,16,47,6,71,0,0,44,0,44,2,16,91,6,115,22,0,22,137
06/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,27,47,0,78,0,0,44,0,44,4,27,91,0,122,30,0,30,152
06/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,17,31,12,64,0,0,27,0,27,4,17,58,12,91,60,40,100,191
06/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,6,17,28,0,51,0,2,14,0,16,6,19,42,0,67,64,0,64,131
06/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,4,28,0,35,0,0,17,0,17,3,4,45,0,52,48,0,48,100
06/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,17,37,0,56,0,0,21,0,21,2,17,58,0,77,22,0,22,99
06/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,18,33,0,54,0,0,25,0,25,3,18,58,0,79,40,0,40,119
06/23/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,24,47,9,84,0,2,31,0,33,4,26,78,9,117,36,38,74,191
06/24/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,13,31,9,57,0,2,43,0,45,4,15,74,9,102,62,36,98,200
06/25/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,12,50,5,71,0,1,55,6,62,4,13,105,11,133,64,20,84,217
06/26/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,18,19,11,52,0,0,12,1,13,4,18,31,12,65,40,32,72,137
06/27/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,8,21,2,34,0,0,50,0,50,3,8,71,2,84,42,0,42,126
06/28/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,11,25,0,38,0,0,38,0,38,2,11,63,0,76,40,0,40,116
06/29/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,9,25,16,53,0,0,8,0,8,3,9,33,16,61,56,69,125,186
06/30/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,14,38,0,56,0,0,16,0,16,4,14,54,0,72,50,0,50,122
07/01/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,13,26,20,63,0,0,21,2,23,4,13,47,22,86,46,34,80,166
07/02/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,18,32,0,52,0,0,49,0,49,2,18,81,0,101,90,0,90,191
07/03/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,7,25,0,33,0,4,44,0,48,1,11,69,0,81,70,0,70,151
07/04/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,17,6,0,23,0,1,28,0,29,0,18,34,0,52,44,0,44,96
07/05/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,13,29,0,42,0,0,11,0,11,0,13,40,0,53,0,0,0,53
07/06/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,14,33,0,48,0,1,30,0,31,1,15,63,0,79,80,0,80,159
07/07/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,18,41,20,81,0,4,26,0,30,2,22,67,20,111,44,36,80,191
07/08/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,26,43,14,87,0,0,33,4,37,4,26,76,18,124,64,48,112,236
07/09/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,16,33,2,55,0,4,4,0,8,4,20,37,2,63,60,0,60,123
07/10/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,24,42,0,68,0,1,53,0,54,2,25,95,0,122,32,0,32,154
07/11/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,11,17,5,34,0,0,23,1,24,1,11,40,6,58,36,12,48,106
07/12/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,15,25,0,40,0,0,56,0,56,0,15,81,0,96,70,0,70,166
07/13/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,1,29,45,15,90,0,1,39,1,41,1,30,84,16,131,52,50,102,233
07/14/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,24,28,0,54,0,0,5,0,5,2,24,33,0,59,0,0,0,59
07/15/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,28,46,9,86,0,0,48,2,50,3,28,94,11,136,69,40,109,245
07/16/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,29,62,1,95,0,1,67,3,71,3,30,129,4,166,70,16,86,252
07/17/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,4,17,36,8,65,0,0,34,0,34,4,17,70,8,99,74,20,94,193
07/18/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,15,15,0,33,0,0,20,0,20,3,15,35,0,53,12,0,12,65
07/19/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,0,12,36,0,48,0,0,50,0,50,0,12,86,0,98,24,0,24,122
07/20/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,3,18,46,15,82,0,3,53,5,61,3,21,99,20,143,84,14,98,241
07/21/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,28,30,29,89,0,0,15,1,16,2,28,45,30,105,0,0,0,105
07/22/2020,RST,MN,AGL,CE,Combined TRACON& Tower with Radar,2,19,41,21,83,0,1,37,3,41,2,20,78,24,124,42,86,128,252
